1-UP	1-up
대사관	embassy
대사회로	metabolic pathway A series of chemical reactions occurring within a cell where a principal chemical is modified by chemical reactions
대상	caravan
대상포진	herpes zoster
대상포진	shingles
대상포진	zona
대상포진	zoster
대서양	Atlantic
대서양	Atlantic Ocean
대성당	cathedral
대수	algebra
대수	logarithm
대수층	aquifer
대수학	algebra
대신	minister
대신에	instead
대야	basin
대야	washbasin
대약진	Great Leap Forward
대약진	great leap forward
대양	ocean
대역폭	bandwidth
대왕고래	blue whale
대왕고래	sulfur-bottom whale
대왕고래	sulphur bottom whale
대용하다	substitute
대위	captain
대위	lieutenant
대위	senior captain
대위	synopsis
대음순	labia majora
대인 공포증	anthropophobia
대자보	dazibao
대작자	ghost
대장	bowel
대장균	Escherichia coli
대장장이	blacksmith
대저택	mansion
대전	Daejeon
대전	electrification
대접	treat
대좌	senior captain
대좌	senior colonel
대주교	archbishop
대중 매체	mass media
대중	masses
대중	the masses
대중교통	public transport
대중문화	popular culture
대중적	exoteric
대지	earth
대처	Thatcher
대천사	archangel
대초원	steppe
대추	jujube
대치하다	replace
대칭	symmetry
대칭성	symmetry
대통령	president
대통일 이론	grand unification theory
대퇴	thigh
대패	planer
대포	cannon
대폭발	Big Bang
대표	envoy
대표	representative
대표하다	represent
대필작가	ghostwriter
대학	university
대학교	academy
대학교	university
대학살	blood bath
대학살	bloodbath
대학살	bloodshed
대학살	butchery
대학살	carnage
대학살	massacre
대학살	slaughter
대한 해협	Korea Strait
대한민국	Republic of Korea
대한민국	South Korea
대헌장	Magna Carta
대형 쇠망치	sledgehammer
대형	formation
대화	conversation
대화	dialog
대화	dialogue
대화	talk
대화재	conflagration
대화하다	talk
대황	rhubarb
대회	congress
댁	home
댄스	dance
댄스홀	dancehall
댈러스	Dallas
더 나쁜	worse
더 비틀즈	Beatles
더 비틀즈	the beatles
더 좋은	better
더듬거리며	haltingly
더듬기	falter
더듬기	hesitate
더듬기	stammer
더듬기	stutter
더러운	dirty
더럽다	dirty
더럽히다	befoul
더럽히다	desecrate
더반	Durban
더브늄	dubnium
더블린	Dublin
더블클릭	double-click
더블플레이	double play
더욱이	moreover
더워요	I'm hot
더치페이	go Dutch
더하기	addition
더하기	plus
더하기하다	add
더하는수	addend
더하다	add
더하임수	augend
덕	virtue
덕분에 잘 지내고 있어요	I'm fine
덕택에 잘 지냅니다	I'm fine
덕트	duct
던스 캡	dunce cap
던전	dungeon
덜어주다	lighten
덤프트럭	dump truck
덤핑	dumping
덥다	hot
덧머리	wig
덧붙이다	add
덧셈	addition
덧셈	the mathematical operation of increasing one amount by another. The result of adding two quantities is their sum
덧셈하다	add
덧신	bootee
덩굴	vine
데님	denim
데모	demo
데모	demonstration
데모크리토스	Democritus
데몬	demon
데바나가리	Devanagari
데바나가리	devanagari alphabet
데뷔	debut
데비 존스	Davy Jones
데빌드 에그	deviled egg
데빌드 에그	egg mimosa
데스크톱	desktop
데시벨	decibel
데오도란트	deodorant
데우스 엑스 마키나	deus ex machina
데이사이트	dacite
데이터 마이닝	data mining
데이터	data
데이터베이스	database
데이터웨어하우스	data warehouse
데자부	déjà vu
데카브리스트	Decembrist
덴마크 사람	Dane
덴마크	Denmark
덴마크	Kingdom of Denmark
덴마크어	Danish
덴버	Denver
덴푸라	tempura
델리	Delhi
델타	delta
뎀뿌라	tempura
도	degree
도가니	crucible
도가머리딱다구리	pileated woodpecker
도교	Taoism
도구 모음	toolbar
도구	instrument
도구	tool
도국	island state
도그리어	Dogri
도급인	contractee
도기 보나	Toki Pona
도기	pottery
도깨비	goblin
도깨비불	will o' the wisp
도깨비시장	flea market
도끼자국	cameltoe
도나	Donna
도널드 덕	Donald Duck
도널드 덕	Donald duck
도넛	doughnut
도다리	flatfish
도대체 무엇이	whatever
도덕	morality
도덕적인 공황	moral panic
도도	dodo
도도마	Dodoma
도도부현	prefecture
도둑	thief
도둑질	despoilment
도둑질	larceny
도둑질	steal
도둑질	theft
도둑질	thievery
도려낸	bored
도로	road
도록	atlas
도롱뇽	salamander
도리	purlin
도리깨질하다	thresh
도마뱀	lizard
도마뱀	scaled reptile
도마뱀붙이	gecko
도망자	fugitive
도메인	domain
도모데도보	Domodedovo
도모보이	domovoy
도미	sea bream
도미니카 공화국	Dominican Republic
도미니카	Commonwealth of Dominica
도미니카	Dominica
도박	gambling
도베르만	Dobermann
도브라	dobra
도색적인	blue
도서관	library
도시	city
도시락	bento
도시락	lunchbox
도시락	packed lunch
도시의 확산	urban sprawl
도시화	urbanization
도심	downtown
도야마	Toyama
도어폰	doorbell
도요타	Toyota
도우미	hostess
도움	aid
도움	assistance
도움	favor
도움	help
도움	ministration
도움	relief
도움이 되는	useful
도이췰란드	Germany
도자기	porcelain
도작	rice growing
도장	stamp
도전	challenge
도전하다	challenge
도중에	en route
도착	arrival
도착비자	visa-on-arrival
도착하다	arrive
도착하다	reach
도쿄	Tokyo
도쿄	Tookyoo
도토리	acorn
도토리	glans
도표	graph
도플갱어	doppelganger
도핑	doping
도하	Doha
독	Germano
독	poison
독단적인	assertive
독단적인	decided
독립	independence
독립	independent
독립국가연합	Commonwealth of Independent States
독립기념일	national day
독물학	toxicology
독방 감금	solitary confinement
독사	viper
독서하다	read
독수리	eagle
독수리	vulture
독수리자리	Aquila
독신자	bachelor
독신자	celibate
독어	German
독일 마르크	Deutsche Mark
독일 마르크	Deutsche mark
독일	Federal Republic of Germany
독일	Germany
독일사람	German
독일어	German
독일의	German
독재	dictatorship
독재자	dictator
독재정부	autocracy
독특하다	unique
독특하다	uniquer
독특하다	uniquest
독학	self-study
돈 키호테	Don Quixote
돈	money
돈세탁	launder money
돈세탁	money laundering
돋보기	magnifying glass
돌	stone
돌격	charge
돌격소총	assault rifle
돌격하다	charge
돌격하다	thrust
돌고래	dolphin
돌고래	porpoise
돌궐	Turk
돌다	turn
돌려 말하기	euphemism
돌리네	sinkhole
돌리다	avert
돌리다	bite
돌리다	impute
돌봄	good offices
돌아가다	go back
돌아가다	return
돌아가시다	pass away
돌아오다	come back
돌아오다	return
돌연변이	mutation
돌입	irruption
돌출된	prominent
돌출하다	project
돌팔이	charlatan
돔	cupola
돔	dome
돕다	aid
돕다	assist
돕다	help
동 시대 사람	generation
동	east
동경	Tokyo
동경	Tookyoo
동경	yearning
동계 올림픽	Olympic Winter Games
동과	winter melon
동굴 거주인	caveman
동규자	mallow
동글	dongle
동급생	classmate
동기	motive
동남아시아	Southeast Asia
동남아시아국가연합	ASEAN
동남아시아국가연합	Asean
동납철	tin
동네	neighborhood
동력학	kinetics
동료	associate
동료	colleague
동료	coworker
동료의	associate
동맥 경화증	arteriosclerosis
동맥	artery
동맥	gland
동맥경화	atherosclerosis
동맹	alliance
동맹	union
동명사	gerund
동무	comrade
동무	friend
동물원	menagerie
동물원	zoo
동물원	zoological garden
동물원	zoological park
동물학	zoological science The study of animals, including their classification, structure, physiology, and history
동물학	zoology
동반구	Eastern Hemisphere
동반하다	accompany
동백꽃	camellia
동사	it commonly serves as part of the predicate in a sentence
동사	verb
동사	verb A word that indicates an action or state
동산저당증권	chattel paper
동생	brother
동서	brother-in-law
동서	co-sibling-in-law
동서	co-sister-in-law
동성 결혼	gay marriage
동성	same sex
동성애	homosexuality
동성애자	homosexual
동소체	allotropy
동숙인	roommate
동시에	simultaneously
동시적인	simultaneous
동아시아	East Asia
동안	baby face
동양	East
동양	Orient
동업자	colleague
동업자	coworker
동역학	dynamics
동우각마	illogical
동원	mobilization
동유럽	Eastern Europe
동음 이의어	homonym
동의	agree
동의	assent
동의어	synonym
동의하다	agree
동의하다	assent
동일성	identity
동일한	identical
동적인	dynamic
동전	coin
동점골	equalizer
동정	pity
동정	sympathy
동정하다	empathize
동족	consanguinity
동종요법	homeopathy
동중국해	East China Sea
동지	comrade
동지	winter solstice
동쪽	east
동티모르	Democratic Republic of Timor-Leste
동티모르	East Timor
동티모르	Timor-Leste
동포	compatriot
동포	countryman
동포애의	philanthropic
동풍	eastern
동프로이센	East Prussia
동해	Sea of Japan
동해	the Sea of Japan
동해안	East Coast
동해안	East coast
동행하다	accompany
동형사상	isomorphism
동호회	society
동화	assimilation
동화	fairy tale
동화	folktale
동화하다	assimilate
돛	sail
돼지 껍데기	pork rind
돼지 인플루엔자	swine flu
돼지 인플루엔자	swine influenza
돼지	pig
돼지고기	pork
됐습니다	no thank you
됐어요	no thank you
되다	be
되다	become
되다	turn
되풀이하다	repeat
두개골	skull
두건	cowl
두견새	cuckoo
두꺼비	toad
두껍다	thick
두뇌유출	brain drain
두다	place
두드러기	urticaria
두드러진	banner
두드러진	prominent
두드러짐	prominence
두드리다	knock
두드리다	touch
두려우면서도 두렵지 않은것처럼 행동한다	whistle past the graveyard
두려움	horror
두려워하다	apprehend
두려워하다	be afraid
두려워하다	fear
두려워하다	have fear
두루미	crane
두리안	durian
두마	duma
두문자어	acronym
두바이	Dubai
두바이	Dubai City
두번	twice
두번보고	double take
두부	tofu
두샨베	Dushanbe
두셋	couple
두시	two o'clock
두엄	muck
두유	soy beverage
두유	soy drink
두유	soy juice
두유	soy milk
두유	soybean milk
두유	soymilk
두체	duce
두터비	toad
두통	cephalalgia
두통	headache
둔	dune
둔각	obtuse angle
둔덕	dune
둔치	dune
둔치	sand dune
둔하다	foolish
둘 다	both
둘러보다	survey
둘러싸다	surround
둥간어	Dungan
둥관 시	Dongguan
둥완	Dongguan
둥지	nest
뒝벌	bumble bee
뒝벌	bumble-bee
뒝벌	bumblebee
뒤	feces
뒤덮다	swamp
뒤섞다	shuffle
뒤셀도르프	Düsseldorf
뒤에	after
뒤죽박죽	pell mell
뒤죽박죽	pell-mell
뒤쥐	shrew
뒤집개	spatula
뒤쫓다	pursue
뒤통수뼈	occipital bone
뒷간	toilet
뒷다리	hind leg
뒷이야기	backstory
뒹굴다	thresh
듀공	dugong
듀테륨	deuterium
드라마	drama
드라마	series
드라마	soap opera
드라비다어족	Dravidian
드라이 클리닝	dry cleaning
드라이기	blow drier
드라이기	blow dryer
드라이기	blow-dryer
드라이기	blowdryer
드라이기	hair dryer
드라이기	hair-dryer
드라이기	hairdryer
드라이버	driver
드라이버	screwdriver
드라이버	turnscrew
드라이브	drive
드라이브스루	drive-through
드라이브하다	drive
드라이아이스	dry ice
드라크마	drachma
드럼	drum
드레드노트	dreadnought
드레스	dress
드레스덴	Dresden
드리다	give
드리우다	draw
드림캐처	dreamcatcher
드문	scarce
드물게	seldom
드미트리	Demetrius
드미트리	Dmitry
드시다	eat
드폭	Depok
득점	score
든지	whether
듣다	hear
듣다	listen
들	meadow
들것	stretcher
들깨	perilla
들깨속	perilla
들다	hold
들러리	groomsman
들르다	drop by
들리다	listen
들보	timber
들소	American bison
들소	American buffalo
들소	North American bison
들소	bison
들소	buffalo
들어가다	enter
들어가다	go in
들어가도 되겠습니다	can I come in
들어주다	listen
들여다보이다	transparent
들이쉬기	inspiration
들치기	shoplifter
들치기	shoplifting
들판	field
등	Deng
등	and so forth
등	back The rear of body, especially the part between the neck and the end of the spine and opposite the chest and belly
등급	degree
등나무	wisteria
등대	lighthouse
등대	lighthouse A building designed to emit light as an aid to ship navigation
등등	and so forth
등록금	class
등록금	tuition
등록하다	register
등불	flashlight
등불	lamp
등불	torch
등산	hike
등산하다	hike
등신	blockhead
등신	fathead
등유	kerosene
등장인물	character
등피	lampshade
등한히 하다	neglect
디	dee
디나르	dinar
디렉토리	directory
디모인	Des Moines
디버거	debugger
디베히어	Dhivehi
디베히어	Divehi
디베히어	Mahl
디뷔디	DVD
디뷔디	ＤＶＤ
디비디 플레이어	DVD player
디비디	DVD
디비디	ＤＶＤ
디스켓	diskette
디스켓	floppy disk
디스코테크	discotheque
디스크	disk
디스토피아	dystopia
디스푸르	Dispur
디스프로슘	dysprosium
디아스포라	Diaspora
디아스포라	diaspora
디오게네스	Diogenes
디옥시리보핵산	deoxyribonucleic acid
디자이너	designer
디자인	design
디즈니	Disney
디즈니랜드	Disneyland
디즈니의	Disneyan
디지탈	digital
디지털 카메라	digital camera
디지털 텔레비전	digital television
디지털	digital
디카	digital camera
디트로이트	Detroit
디트로이트	detroit
디플레이션	deflation
딜	dill
딜러	dealer
딜레마	dilemma
딜리	Dili
딤섬	dim sum
딩고	dingo
따님	daughter
따뜻한	affectionate
따뜻한	goodhearted
따뜻한	warm
따뜻한	warm-hearted
따라서	after
따라서	as a result
따라서	hence
따라서	therefore
따라잡다	overtake
따라하다	repeat
따라하세요	please repeat after me
따르다	draw
따르다	follow
따오기	ibis
따옴표	quotation marks
딱따구리	woodpecker
딱딱한	stiff
딱지	scab
딸	daughter
딸기	strawberry
딸기류	berry A soft fruit which develops from a superior ovary and contains seeds not encased in pits
딸기색	strawberry
딸꾹질	hiccup
딸꾹질하다	hiccup
딸딸이	masturbation
땀 투성이의	sweaty
땀	perspiration
땀	sudor
땀	sweat
땀	sweating
땀내	body odour
땀샘	sweat gland
땅	earth
땅강아지	mole cricket
땅늑대	aardwolf
땅돼지	aardvark
땅속줄기	rhizome
땅콩	earthnut
땅콩	goober
땅콩	groundnut
땅콩	jack nut
땅콩	monkey nut
땅콩	peanut
땅콩	pinda
땅콩버터	peanut butter
때	time
때때로	from time to time
때때로	sometimes
때를 기다리다	bide
때문에	because
때문에	for
때문에	just because
땔나무	firewood
땜납	solder
떠나다	depart
떠나다	exit
떠나다	go away
떠나다	leave
떠나다	part
떠나다	quit
떠들썩하다	boisterous
떡	dough
떡	mochi
떡	rice cake
떡잎	cotyledon
떨다	shake
떨다	tremble
떨어뜨리다	drop
